ALink,SName,SLink,Lyric,language
/jake-owen/,Good Company,/jake-owen/good-company.html,"Looks like your cup's empty
And you're all alone
I got the good stuff with me
Can you hear that song?
It just came on, girl

I can tell that you're feelin' it
I see the words runnin off your lips
And you're crazy cool
Same night, same spot
Don't it look like 've got some good timing?

[Chorus:]
Just a boy and a girl underneath these stars shining
It feels like it was meant to be yea
No, I don't think it's coincidence
Running into you here like this
Sparks flying, see you smiling
Baby ain't it crazy? We got good timing

Look up to that sky girl
It's a full moon night
You just broke up with somebody
Baby so did I
Just the other night, girl

Can you believe what time it is?
11: 11, let's make a wish
We're gonna have a night we'll never forget
And it ain't over yet
Girl we got some good timing

[Chorus:]
Just a boy and a girl underneath these stars shining
It feels like it was meant to be yea
No, I don't think it's coincidence
Running into you here like this
Sparks flying, see you smiling
Baby ain't it crazy? We got good timing

It used to be the only luck I had was a day late dollar short, always bad
And then I saw your face and it all changed up
Baby just like that
It's alright
Right on the money, on the spot
Girl we got some good timing

[Chorus:]
Just a boy and a girl underneath these stars shining
It feels like it was meant to be yea
No, I don't think it's coincidence
Running into you here like this
Sparks flying, see you smiling
Baby ain't it crazy? We got good timing

Good timing
Good timing",en
/gary-le-vox/,We got fight,/gary-le-vox/we-got-fight.html,"We ain't got much
Where I come from
We all work hard
Don't bet on good luck
Ain't no easy street
Just some gravel and a black top
And we hold on to
Oh, everything we got

[Chorus]
We got grit
We got guts
We got pride
We got tough
We ain't got much
Where I come from
We all work hard
Don't bet on good luck
Ain't no easy street
Just some gravel and a black top
And we hold on to
Oh, everything we got

[Chorus]
We got grit
We got guts
We got pride
We got tough
Ain't no givin' up runnin' through our veins
Backs to the wall, we'll find a way
Never say quit
Never say die
Play a little rough
You're daggone right
Oh, knock us down, we'll come back every time
Yeah, we got fight

[Verse 2]
We don't bark much
We just hang tight
Sometimes the underdogs
Haha, got the baddest bite
It's how we were born, how we were raised
From our boots to our last names hi
[Chorus]
We got grit
We got guts
We got pride
We got tough
Ain't no givin' up runnin' through our veins
Backs to the wall, we'll find a way
Never say quit
Never say die
Play a little rough
You're daggone right
Oh, knock us down, we'll come back every time
Yeah, we got fight

[Bridge]
Oh, fire us up, don't count us out
'Cause we got fight
Dust off our hats for one more round
Yeah, we got fight
Yeah

[Chorus]
We got grit
We got guts
We got pride
We got tough
Ain't no givin' up runnin' through our veins
Backs to the wall, we'll find a way
Never say quit
Never say die
Play a little rough
Yeah, you're daggone right
Knock us down, we'll come back every time
Oh, knock us down, we'll come back every time
Oh, we got fight
Hell, we got fight, oh
We got fight",en
/bek-e-os-tio-de-fusca/,Tempos Modernos,/bek-e-os-tio-de-fusca/tempos-modernos.html,"Eu vejo a vida melhor no futuro
Eu vejo isso por cima de um muro
De hipocrisia que insiste em nos rodear

Eu vejo a vida mais clara e farta
Repleta de toda satisfação
Que se tem direito do firmamento ao chão

Eu quero crer no amor numa boa
Que isso valha pra qualquer pessoa
Que realizar a força que tem uma paixão

Eu vejo um novo começo de era
De gente fina, elegante e sincera
Com habilidade
Pra dizer mais sim do que não, não, não

Hoje o tempo voa, amor
Escorre pelas mãos
Mesmo sem se sentir
Não há tempo que volte, amor
Vamos viver tudo que há pra viver
Vamos nos permitir

Eu quero crer no amor numa boa
Que isso valha pra qualquer pessoa
Que realizar a força que tem uma paixão

Eu vejo um novo começo de era
De gente fina, elegante e sincera
Com habilidade
Pra dizer mais sim do que não, não, não

Hoje o tempo voa, amor
Escorre pelas mãos
Mesmo sem se sentir
E não há tempo que volte, amor
Vamos viver tudo que há pra viver
Vamos nos permitir",pt
/lyle-lovett/,All My Love is Gone,/lyle-lovett/all-my-love-is-gone.html,"I've got some birds outside
What sit on my window sill
Some birds won't you know
But some birds will
All my love is gone

She was angry
He was free
She loved him
The she left me
Now all my love is gone

All my love is gone
All my love is gone

I see the lights they're flashing
Way on up the road
The red one stops you know
But the wrong one goes
Now all my love is gone

All my love is gone
All my love is gone

And you can beg for sunshine
To pale the moon
But there ain't a thing my friend
What you can do
When all your love is gone

So if you were thinking about coming back, baby
Now you can do as you please
But don't waste your time
With him on me
Because all my love is gone

All my love is gone
All my love is gone
All my love is gone
All my love is gone

But I've got some birds outside
What sit on my window sill
Some birds won't you know
But some birds will
When all your love is gone
",en
/leonardo-arantes/,Amor Bandido,/leonardo-arantes/amor-bandido.html,"Tudo fiz por te querer
Te entreguei meu coração
Fiz de você meu vicio
Minha religião

Mas você brincou comigo
Aprendeu me machucar
E se quer amor bandido
Na mesma moeda vou te compensar

Refrão

Amor bandido com amor bandido se paga, se paga
Amor bandido com amor bandido se paga, se paga
Amor bandido com amor bandido se paga, se paga
Amor bandido com amor bandido se paga, se paga",pt
/tenneessee-ford/,Big Bad John,/tenneessee-ford/big-bad-john.html,"Big John
Big John Every morning at the mine you could see him arrive
He stood six-foot-six and weighed two-forty-five
Kinda broad at the shoulder and narrow at the hip
Everybody knew you didn't give no lip to Big John Big John
Big John
Big Bad John
Big John Nobody seemed to know where John called home
He just drifted into town and stayed all alone
He didn't say much, kinda quiet and shy
If ya spoke at all, ya just said hi to Big John
Somebody said he came from New Orleans
Where he got in a fight o'er a cajun queen
And a crashin' blow from a huge right hand
Sent a Lousianna fella to the promised land, Big John Big John
Big John
Big Bad John
Big John Then came the day at the bottom of the mine
When a timber cracked and men started cryin'
Miners were prayin' and hearts beat fast
And everybody thought they'd breathed their last, 'cept John
Through the dust and the smoke of this man-made hell
Walked a giant of a man that the miners knew well
Grabbed the saggin' timber and gave out with a groan
And like a giant oak tree, just stood there alone, Big John Big John
Big John
Big Bad John
Big John And with all of his strength he gave a mighty shove
Then a miner yelled out, there's a light up above
And twenty men scrambled from a would-be grave
now there's only one left down there to save, Big John
With jacks and timbers they started back down
Then came that rumble way down in the ground
As smoke and gas belched outta the mine
Everybody knew it was the end of the line for Big John Big John
Big John
Big Bad John
Big John Now, they never re-opened that worthless pit
They just placed a marble stand in front of it
These few words are written on that stand,
At the bottom of this mine lies a big big man, Big John.Big John
Big John
Big Bad John
Big John",en
/ward-thomas/,It's Not Just Me,/ward-thomas/its-not-just-me.html,"Every morning, I wake up and I
Feel like I've run a million miles
'Cause my restless mind keeps me up at night
Like I'm always stuck here at square one
Always lose a game before I've won
But like you always say, it'll be OK

And I know that I am trouble
And I think too many things
There are days that I struggle to believe

I'm just trying to keep on trying
But I'm stumbling in the dark
Like I'm ready for the worst
Hoping for a happy heart
'Cause I'm sure of what I want
But I don't know what I need
Put your hand in my hand and help me see
It's not just me

All I see are picture-perfect lies
There's nothing real about it but sometimes
What I choose to see is never good for me
Underneath, we're all just flesh and bones
Same old beach but throwing different stones
And I'd like to know I'm not on my own

And I know that I am trouble
And I think too many things
'Cause I'm tired of seeing double of everything

I'm just trying to keep on trying
But I'm stumbling in the dark
Like I'm ready for the worst
Hoping for a happy heart
'Cause I'm sure of what I want
But I don't know what I need
Put your hand in my hand and help me see

It's not just me who feels the world is on their shoulders
It's not just me who's out of place and don't belong
It's not just me who feels there's no way back
And this train is running straight off the track
Because I know, oh
'Cause I know, know

I'm just trying to keep on trying
But I'm stumbling in the dark
Like I'm ready for the worst
Hoping for a happy heart
'Cause I'm sure of what I want
But I don't know what I need
Put your hand in my hand and help me see
It's not just me
It's not just me
It's not just me",en
/desert-rose-band/,Desert Rose,/desert-rose-band/desert-rose.html,"I see the night that she's alone
I keep thinking back to home.
I've got that feeling i know that it show
I missed my sweet desert rose.

Shines like the stars in the sky
A breath of life in a well gone dry.
She picks me up but i feel it so low.
She's my sweet desert rose.

Ain't no money in our home town
And the mills have all shut down.
They say: there's work but it's always the next town.
Will you still love me when i'm gone.

Will you still love me when i'm gone
Though the empty night and the days so long.
I'm not the same and i guess that it shows
I missed my sweet desert rose.

I hear the wind blowing in the night.
Winter's come and it just ain't right.
This loneliness but it comes and it goes.
I love my sweet desert rose.

Ain't no money...",en
/erich-e-bruno/,A Força do Meu Amor,/erich-e-bruno/a-forca-do-meu-amor.html,"Quando te vi, não pude acreditar.
O que senti, não deu pra controlar.
Foi à paixão que no meu coração
Começou a nascer. Hoje estou assim
Nesse amor sem fim querendo você
O seu olhar é só sedução
O seu sorriso é pura emoção
Me deixa louco com cara de bobo
Não sei disfarçar. É demais o desejo
Eu quero o seu beijo não dá pra esperar
Meu amor não posso ficar
Aqui sonhando querendo te amar
Me dê uma chance quero te provar
A força do meu amor
Eu prometo te fazer feliz
Ter você foi o que sempre quis
To apaixonado te quero ao meu lado
Minha linda flor.",pt
/skeeter-davis/,The End Of The World,/skeeter-davis/the-end-of-the-world.html,"Why does the sun go on shining?
Why does the sea rush to shore?
Don't they know it's the end of the world?
'Cause you don't love me anymore...

Why do the birds go on singing?
Why do the stars glow above?
Don't they know its the end of the world?
It ended when i lost your love.....

I wake up in the morning and i wonder,
Why everything's the same as it was.....
i can't understand, no- i can't understand,
How life goes on the way it does....

Why does my heart go on beating?
Why do these eyes of mine cry?
Don't they know it's the end of the world?
It ended when you said: good bye.

Why does my heart go on beating?
Why do these eyes of mine cry?
Don't they know it's the end of the world?
It ended when you said: GOOD-BYE........",en
/west-rocky/,Ainda Importa Pra Mim,/west-rocky/ainda-importa-pra-mim.html,"AINDA IMPORTA PRA MIM

Talvez fosse fácil aprender
A lutar, sem ferir meu amor
E não voltar nem ir além,
Como se estivesse bem
Mas machucando pra valer

Por quê não falar?
Por quê não tocar?
Por que já não sentimos nosso amor brilhar?
Ainda importa pra mim
Já não sei o que dizer
Não sei o que fazer
Eu já não sei se pra você importa mas eu
Não quero que chegue o fim
Ainda importa pra mim

As vezes não consigo entender
A distância entre os nossos corações
Me diga onde está o seu
O quanto pode amar o meu
Pois sozinha já não sei",pt
/bill-monroe/,Walk Softly On This Heart Of Mine,/bill-monroe/walk-softly-on-this-heart-of-mine.html,"You say you're sorry once again dear
You want me to take you back once more
You say you need a helping hand dear
But that's what you told me once before

Walk softly on this heart of mine love
Don't treat it mean and so unkind
Let it rest in peace and quiet love
Walk softly on this heart of mine

I know you soon will find a new love
I feel your heart is turned to stone
But please let me down real easy
For loneliness moves in as you move on

",en
/flying-burrito-brothers/,Money Honey,/flying-burrito-brothers/money-honey.html,"You know, the landlord rang my front door bell.
I let it ring for a long, long spell.
I went to the window,
I peeped through the blind,
And asked him to tell me what's on his mind.
He said,
Money, honey.
Money, honey.
Money, honey, if you want to get along with me.
Well, I screamed and I hollered,
I was so hard-pressed.
I called the woman that I loved the best.
I finally got my baby about half past three,
She said I'd like to know what you want with me.
I said,
Money, honey.
Money, honey.
Money, honey,
If you want to get along with me.
Well, I said tell me baby, what's wrong with you?
Money, honey.
Money, honey.
Money, honey,
If you want to get a long with me.
Well, I've learned my lesson and now I know
The sun may shine and the winds may blow.
The women may come and the women may go,
But before I say I love you so,
I want
Money, honey.
Money, honey.
Money, honey,
If you want to get along with me.",en
/milton-nunes/,Se Ela Voltar (Part. Henrique e Juliano),/milton-nunes/se-ela-voltar-part-henrique-e-juliano.html,"Aqui chove tá frio
Tô sentindo arrepio
Eu tô aqui lembrando
Dos momentos de amor que passamos
Tantos planos

Já tomei uns três vinhos
Tô falando sozinho
Coração tá chorando
Lembro daquele corpo no meu tô pirando

Tô lutando pra sobreviver
Diz tudo que eu te contei aqui
Pra ela diz que eu só sei falar no nome dela
Diz pra ela
E se ela voltar
Eu prometo mudar
Juro eu vou fazer ela feliz
Eu não vou vacilar
Eu vou ser o melhor parceiro
O que ela sempre quis
Só se ela quiser
Então diz que ela quer",pt
/henrique-linhares/,Estranho é Pensar,/henrique-linhares/estranho-e-pensar.html,"Preciso te falar
Nem tudo que se passa vai voltar
Se o amor não deu certo com você
Será que outra pessoa vai chorar?

Tento esquecer
Fazer meu coração se afastar
Mesmo gostando de você
Aumenta o medo de me machucar
Tento esquecer
Fazer meu coração se afastar
Mesmo gostando de você
Aumenta o medo de me machucar

Estranho é pensar
Que disso tudo como amiga
Sempre me liga
E isso indica
Que essa dependência que você sustenta
São as evidencias de um amor

Estranho é pensar
Que disso tudo como amiga
Sempre me liga
E isso indica
Que essa dependência que você sustenta
São as evidencias de um amor

Oh, uh, oh... oh, oh
Por quanto tempo agente ainda vai se enganar?
Oh, uh, oh... oh, oh
Por quanto tempo agente ainda vai se enganar?",pt
/chuck-wicks/,All I Ever Wanted,/chuck-wicks/all-i-ever-wanted.html,"Girl you got me going
Yea I think you know it
Oh I’m ready for this ride
So come on take my hand
Cuz only you, you understand
How to kick this feeling into

Drive all night with me
Sing my favorite song and sleep
Under the stars on the hood of our car
It’s all I’ve ever wanted
All I ever wanted was to
See you in the pale moon light
Just the way ya look tonight
And maybe some day
If love comes our way
We’ll be walking in the meadow in the early spring
You’ll be twirling in a sundress wearing my ring
Can you see it
Girl I believe em that
It’s true
All I ever wanted
All I ever really wanted was you

If life is what you make it
Here’s my chance ill take it
You know I wanna make you mine
I have this picture in my mind
You were in it all the time
So baby hold on tight

And drive all night with me
Sing my favorite song and sleep
Under the stars on the hood of our car
It’s all I’ve ever wanted
All I ever wanted was to
See you in the pale moon light
Just the way ya look tonight
And maybe some day
If love comes our way
We’ll be walking in the meadow in the early spring
You’ll be twirling in a sundress wearing my ring
Can you see it
Girl I believe em that
It’s true
All I ever wanted
All I ever really wanted was you

All I ever wanted
Was to see you in the pale moon light
Just the way ya look tonight
And maybe some day
If love comes our way
We’ll be walking in the meadow in the early spring
You’ll be twirling in a sundress wearing my ring
Can you see it
Girl I believe em that
It’s true
All I ever wanted
All I ever really wanted was you",en
/hank-snow/,(Don't do It Darlin') That Heart Belongs To Me,/hank-snow/dont-do-it-darlin-that-heart-belongs-to-me.html,"There are so many classy guys with classy uptown ways
And I am so afraid that they will steal you someday
But don't let 'em darlin' cause you belong to me
So don't ever let them make you think your love is fancy free
Don't do it darlin' that heart belongs to me

They'll tell you that I trifle and that you should do the same
They'll tell you that they need your love so why not make the change
Don't do it darlin' that love belongs to me
Oh please don't let them blind you I still love you can't you see
Don't let 'em darlin' that heart belongs to me

[ harp - guitar - fiddle ]
They'll offer you a mansion ask you if you will be their queen
So they can give you riches make your life a happy dream
But don't you let 'em darlin' that dream belongs to me
Oh sure they'll try to buy your love with riches such as these
But let 'em darlin' that heart belongs to me
No don't do it darlin' that heart belongs to me",en
/anitta/,Envolver,/anitta/envolver.html,"Dime cómo hacemos
Si tú me deseas y yo a ti también
Hace rato te quiero comer
Di qué vas a hacer

Así que ponme un dembow, que ese no respeta
Y tengo pa' ti la combi completa
Que no duro mucha soltera
Aprovéchame

Y no te voy a envolver
Sé que lo hacemos y tú vas a volver (Volver)
Un perreíto en la pared
Yo soy un caso que hay que resolver
Pero no te voy a envolver
Sé quе lo hacemos y tú vas a volver (Volver)
Un pеrreíto pa' bellaquear
Pegaíto' a la pared (Pegaíto' a la pared)

Botelleo y fumeteo
Contigo en un capsuleo
Porque siempre que te veo tú me quieres perrear
Y yo quiero partirte
Cógelo a chiste
Y en cinco minuto' ya vas a venirte
Me tiene' como pa' derretirte
Solo Dios sabe lo que me hiciste
Cógelo a chiste
Y en cinco minuto' ya vas a venirte
Me tiene' como pa' derretirte
Solo Dios sabe lo que me hiciste

Y no te voy a envolver
Sé que lo hacemos y tú vas a volver (Volver)
Un perreíto en la pared
Yo soy un caso que hay que resolver
Pero no te voy a envolver
Sé que lo hacemos y tú vas a volver (Volver)
Un perreíto pa' bellaquear
Pegaíto' a la pared (Pegaíto' a la pared)

Sexo y alcohol
Lo que pase, aquí se va quedar
Yo sé que no me vas a olvidar
Si te hago el amor, si te hago el amor
Sexo y alcohol
Lo que pase, aquí se va quedar
Yo sé que no me vas a olvidar
Si te hago el amor, si te hago el amor

Y no te voy a envolver
Sé que lo hacemos y tú vas a volver (Volver)
Un perreíto en la pared
Yo soy un caso que hay que resolver
Pero no te voy a envolver
Sé que lo hacemos y tú vas a volver (Volver)
Un perreíto pa' bellaquear
Pegaíto' a la pared

Botelleo y fumeteo
Contigo en un capsuleo
Porque siempre que te veo tú me quieres perrear
Y yo quiero partirte
Botelleo y fumeteo
Contigo en un capsuleo
Porque siempre que te veo tú me quieres perrear
Y yo quiero partirte
Dime cómo hacemos
Si tú me deseas y yo a ti también
Hace rato te quiero comer
Di qué vas a hacer",es
/justin-bieber/,Attention (With Omah Lay),/justin-bieber/attention-with-omah-lay.html,"Lately, I've been losing my mind
Certain things I can't find
In the middle of the night
I'm still up, I'm still trying to decide

Should I drink up?
Smoke up?
I need some freedom
Freedom, ah, in my life
Should I drink up?
Smoke up?
I need some freedom
Freedom

Show me a little attention
A little attention
Show me attention
Show me a little attention, yeah
Show me a little attention

Little love and some affection on the side
Little trust and some passion would be nice
It's all I desire
I need it, I cannot deny

Oh, aye, I don't see something
For my eyes only
Ain't no emoji
Cry him only, ah
Ain't no emoji
My mind's lonely

Show me a little attention
A little attention
Show me attention
Show me a little attention, no
Show me a little attention

Lately, I've been losing my mind
Certain things I can't find
In the middle of the night
I'm still up, I'm still trying to decide

Should I drink up?
Smoke up?
I need some freedom
Freedom, ah, in my life
Should I drink up?
Smoke up?
I need some freedom
Freedom

Show me a little attention
A little attention
Show me attention
Show me a little attention, yeah
Show me a little attention",en
/lady-gaga/,Always Remember Us This Way,/lady-gaga/always-remember-us-this-way.html,"That Arizona sky
Burnin' in your eyes
You look at me and babe I wanna catch on fire
It's buried in my soul
Like California gold
You found the light in me that I couldn't find

So when I'm all choked up
and I can't find the words
Every time we say goodbye baby it hurts
When the sun goes down
And the band won't play
I'll always remember us this way

Lovers in the night
Poets tryin' to write
We don't know how to rhyme but damn we try
But all I really know
You're where I wanna go
The part of me that's you will never die

So when I'm all choked up
and I can't find the words
Every time we say goodbye baby it hurts
When the sun goes down
And the band won't play
I'll always remember us this way

Oh yeah
I don't wanna be just a memory baby yeah

Oo oo oo oo oo oo oo
Oo oo oo oo hoo hoo hoo
Oo oo oo oo hoo hoo hoo

So when I'm all choked up
and I can't find the words
Every time we say goodbye baby it hurts
When the sun goes down and the band won't play
I'll always remember us this way
Way yeah

When you look at me and the whole world fades
I'll always remember us this way

Oouu hmm
OOuu hmm",en
/ariana-grande/,positions,/ariana-grande/positions.html,"Heaven sent you to me
I'm just hopin' I don't repeat history

Boy, I'm tryna meet your mama on a Sunday
And make a lotta love on a Monday (Ah, ah)
Never need no (No) , no one else, babe
'Cause I'll be

Switchin' the positions for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumping through hoops
Know my love infinite, nothing I wouldn't do
That I won't do, switchin' for you

Perfect, perfect
You're too good to be true (You're too good to be true)
But I get tired of runnin', fuck it
Now, I'm runnin' with you (With you)

Said, boy, I'm tryna meet your mama on a Sunday
And make a lotta love on a Monday (Ah, ah)
Never need no (No) , no one elsе, babe
'Cause I'll be

Switchin' thе positions for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumping through hoops
Know my love infinite, nothing I wouldn't do
That I won't do, switchin' for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumping through hoops
Know my love infinite, nothing I wouldn't do (Nothin')
That I won't do, switchin' for you

This some shit that I usually don't do (Yeah)
But for you, I kinda, kinda want to (MM)
'Cause you're down for me and I'm down too (And I'm down too)
Yeah, I'm down too
Switchin' the positions for you
This some shit that I (Yeah) usually don't do (Don't do)
But for you, I kinda, kinda want to (MM)
'Cause you're down for me and I'm down too

Switchin' the positions for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumping through hoops
Know my love infinite, nothing I wouldn't do
That I won't do, switchin' for you (Ooh woah)
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumping through hoops
Know my love infinite, nothing I wouldn't do (I wouldn't do)
That I won't do, switchin' for you

Yeah
Ah, yeah
Ah (Ah) , yeah",en
/shakira/,Estoy Aquí,/shakira/estoy-aqui.html,"Ya sé que no vendrás
Todo lo que fue
El tiempo lo dejó atrás

Sé que no regresarás
Lo que nos pasó
No repetirá jamás
Mil años no me alcanzarán
Para borrarte y olvidar

Y ahora estoy aquí
Queriendo convertir
Los campos en ciudad
Mezclando el cielo con el mar

Sé que te dejé escapar
Sé que te perdí
Nada podrá ser igual

Mil años pueden alcanzar
Para que puedas perdonar

Estoy aquí queriéndote
Ahogándome
Entre fotos y cuadernos
Entre cosas y recuerdos
Que no puedo comprender

Estoy enloqueciéndome
Cambiándome un pie por la cara mía
Esta noche por el día
Que nada le puedo yo hacer

Las cartas que escribí
Nunca las envié
No querrás saber de mí

No puedo entender
Lo tonta que fui
Es cuestión de tiempo y fe

Mil años con otros mil más
Son suficientes para amar

Estoy aquí queriéndote
Ahogándome
Entre fotos y cuadernos
Entre cosas y recuerdos
Que no puedo comprender

Estoy enloqueciéndome
Cambiándome un pie por la cara mía
Esta noche por el día ayer

Si aún piensas algo en mi
Sabes que sigo esperándote

Estoy aquí queriéndote
Ahogándome
Entre fotos y cuadernos
Entre cosas y recuerdos
Que no puedo comprender

Que estoy enloqueciéndome
Cambiándome un pie por la cara mía
esta noche por el día ayer

Estoy aquí queriéndote
Ahogándome
Entre fotos y cuadernos
Entre cosas y recuerdos

Que estoy enloqueciéndome
Cambiándome un pie por la cara mía
Esta noche por el día ayer",es
/katy-perry/,Roar,/katy-perry/roar.html,"I used to bite my tongue and hold my breath
Scared to rock the boat and make a mess
So I sat quietly, agreed politely
I guess that I forgot I had a choice
I let you push me past the breaking point
I stood for nothing, so I fell for everything

You held me down, but I got up
Already brushing off the dust
You hear my voice, you hear that sound
Like thunder, gonna shake your ground
You held me down, but I got up
Get ready cause I've had enough
I see it all, I see it now

I got the eye of the tiger, a fighter, dancing through the fire
'Cause I am a champion and you're gonna hear me roar
Louder, louder than a lion
Cause I am a champion and you're gonna hear me roar
Oh oh oh oh oh oh
You're gonna hear me roar

Now I'm floating like a butterfly
Stinging like a bee I earned my stripes
I went from zero, to my own hero

You held me down, but I got up
Already brushing off the dust
You hear my voice, your hear that sound
Like thunder, gonna shake your ground
You held me down, but I got up
Get ready 'cause I've had enough
I see it all, I see it now

I got the eye of the tiger, a fighter, dancing through the fire
'cause I am a champion and you're gonna hear me roar
Louder, louder than a lion
'cause I am a champion and you're gonna hear me roar
Oh oh oh oh oh oh
You're gonna hear me roar
Oh oh oh oh oh oh
You're gonna hear me roar

Roar-or, roar-or, roar-or

I got the eye of the tiger, a fighter, dancing through the fire
'Cause I am a champion and you're gonna hear me roar
Louder, louder than a lion
'Cause I am a champion and you're gonna hear me roar
Oh oh oh oh oh oh
You're gonna hear me roar
Oh oh oh oh oh oh
You're gonna hear me roar",en
/alok/,Meu Amor (com Ixã),/alok/meu-amor-com-ixa.html,"Meu amor é seu
E o seu amor sou eu
E o meu amor é seu
E o seu amor sou eu

Volta pra cá, deixa eu falar que eu te amo
Mesmo sem conhecer o amor
Tenho certeza que conheci minha alteza
Que está nos meus sonhos antes de dormir

Meu amor é seu
E o seu amor sou eu
E o meu amor é seu
E o seu amor sou eu

O teu sorriso, meu paraíso, quero viver
E ficar pra sempre com você

Mas pra que viver num mundo sem o meu porto seguro
Quero ver além do muro, deixa eu te amar
Cê vai ver minha alegria em lhe ver a cada dia
Com sorriso no rosto só pra você saber, vou ficar pra sempre com você

Meu amor é seu
E o seu amor sou eu
E o meu amor é seu
E o seu amor sou eu

E o meu amor é seu
E o seu amor sou eu
E o meu amor é seu
E o seu amor sou eu

E o seu amor sou eu
E o seu amor sou eu
E o seu amor sou eu",pt
/one-direction/,What Makes You Beautiful,/one-direction/what-makes-you-beautiful.html,"You're insecure
Don't know what for
You're turning heads when you walk through the door
Don't need make up
To cover up
Being the way that you are is enough

Everyone else in the room can see it
Everyone else but you

Baby you light up my world like nobody else
The way that you flip your hair gets me overwhelmed
But when you smile at the ground it ain't hard to tell
You don't know, oh oh
You don't know you're beautiful

If only you saw what I can see
You'll understand why I want you so desperately
Right now I'm looking at you and I can't believe
You don't know, oh oh
You don't know you're beautiful oh oh
But that's what makes you beautiful

So c-come on
You got it wrong
To prove I'm right I put it in a song
I don't know why
You're being shy
And turn away when I look into your eyes

Everyone else in the room can see it
Everyone else but you

Baby you light up my world like nobody else
The way that you flip your hair gets me overwhelmed
But when you smile at the ground it ain't hard to tell
You don't know, oh oh
You don't know you're beautiful

If only you saw what I can see
You'll understand why I want you so desperately
Right now I'm looking at you and I can't believe
You don't know, oh oh
You don't know you're beautiful, oh oh
That's what makes you beautiful

Na-na-na-na-na-naaa-na-na
Na-na-na-na-na
Na-na-na-na-na-naaa-na-na
Na-na-na-na-na

Baby you light up my world like nobody else
The way that you flip your hair gets me overwhelmed
But when you smile at the ground it ain't hard to tell
You don't know, oh oh
You don't know you're beautiful

Baby you light up my world like nobody else
The way that you flip your hair gets me overwhelmed
But when you smile at the ground it ain't hard to tell
You don't know, oh oh
You don't know you're beautiful

If only you saw what I can see
You'll understand why I want you so desperately
Right now I'm looking at you and I can't believe
You don't know, oh oh
You don't know you're beautiful, oh oh
You don't know you're beautiful, oh oh
That's what makes you beautiful",en
/mariah-carey/,Obsessed,/mariah-carey/obsessed.html,"I was like, ""Why are you so obsessed with me?""

So oh oh oh oh
So oh oh oh oh
So oh oh oh oh
So oh oh oh oh

Will the real MC please, step to the mike?

So oh oh oh oh
So oh oh oh oh
So oh oh oh oh
So oh oh oh oh

All up in the blogs
Saying we met at the bar
When I don't even know who you are
Saying we up in your house
Saying I'm up in your car
But you in LA and I'm out at Jermaine's.
I'm up in the A
You so so lame
and no one here even mentions your name
It must be the weed. It must be the E
Cause you be popping hood
You get it popping, Oh

Why you're so obsessed with me
(Boy I wanna know)
Lying that you're sexing me
(when everybody knows)
It's clear that you're upset with me
Finally found a girl
that you couldn't impress
Last man on the earth
still couldn't hit this

You're delusional, you're delusional
Boy you're losing your mind
It's confusing yo, you're confused you know
Why you're wasting your time
Got you all fired up with your Napoleon complex
Seeing right through you like you're bathing in Windex
oh oh oh
Boy why you're so obsessed with me?

You on your job
You hating hard
Ain't gon' feed you
I'm gonna let you starve
Gasping for air
I'm ventilation
You out of breath
Hope you ain't waiting
Telling the world how much you miss me
But we never were
So why you're trippin'
You a mom and pop
I'm a corporation
I'm the press conference
and you a conversation

Why you're so obsessed with me
(Boy I wanna know)
Lying that you're sexing me
(when everybody knows)
It's clear that you're upset with me
Finally found a girl
that you couldn't impress
Last man on the earth
still couldn't hit this

You're delusional, you're delusional
Boy you're losing your mind
It's confusing yo, you're confused you know
Why you're wasting your time
Got you all fired up with your Napoleon complex
Seeing right through you like you're bathing in Windex
oh oh oh
Boy why you're so obsessed with me?

Why you're so obsessed with me
Lying that you're sexing me
It's clear that you're upset with me
Finally found a girl
that you couldn't impress
Last man on the earth
still couldn't hit this

You're delusional, you're delusional
Boy you're losing your mind
It's confusing yo, you're confused you know
Why you're wasting your time
Got you all fired up with y our napoleon complex
Seeing right through you
like you're bathing in windex
Boy why you're so obsessed with me?",en
/avicii/,The Nights,/avicii/the-nights.html,"Hey, once upon a younger year
When all our shadows disappeared
The animals inside came out to play
Hey, when face to face with all our fears
Learned our lessons through the tears
Made memories we knew would never fade

One day my father he told me
Son, don't let it slip away
He took me in his arms, I heard him say

When you get older
Your wild heart will live for younger days
Think of me if ever you're afraid

He said, one day you'll leave this world behind
So live a life you will remember
My father told me when I was just a child
These are the nights that never die
My father told me

When thunder clouds start pouring down
Light a fire they can't put out
Carve their names into those shining stars
He said go venture far beyond these shores
Don't forsake this life of yours
I'll guide you home no matter where you are

One day my father he told me
Son, don't let it slip away
When I was just a kid, I heard him say

When you get older
Your wild heart will live for younger days
Think of me if ever you're afraid

He said, one day you'll leave this world behind
So live a life you will remember
My father told me when I was just a child
These are the nights that never die
My father told me

These are the night that never die
My father told me
Hey, hey
My father told me",en
